,added_at,artist_id,artist_name,duration_ms,explicit,id,name,popularity,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
29IGUSNgXHk9s6rph3ZA6G,2017-05-31T23:30:13Z,0HZ3FXXgXyKoMHKwKSZOpq,Ron Flatter,419905.0,False,29IGUSNgXHk9s6rph3ZA6G,Desert (Cosmic Cowboys Mirage Mix),1.0,0.0391,0.883,419905.0,0.48,29IGUSNgXHk9s6rph3ZA6G,0.676,1.0,0.078,-13.621,0.0,0.148,122.018,4.0,0.443
2ADJf0vj44ftdF8Y2FsXpw,2018-07-31T13:41:37Z,1on7ZQ2pvgeQF4vmIA09x5,Charlie Brown Jr.,246333.0,False,2ADJf0vj44ftdF8Y2FsXpw,Eu Vim De Santos Sou Charlie Brown,37.0,0.147,0.772,246333.0,0.73,2ADJf0vj44ftdF8Y2FsXpw,0.0,1.0,0.0676,-6.524,1.0,0.132,91.997,4.0,0.455
2ArjoJRg5eJSTLSQC9vlVJ,2017-06-23T16:53:24Z,4lu50np3LdTkRL09T7x8UP,Agoria,432025.0,False,2ArjoJRg5eJSTLSQC9vlVJ,Hélice,11.0,0.00086,0.613,432026.0,0.341,2ArjoJRg5eJSTLSQC9vlVJ,0.926,4.0,0.101,-11.951,1.0,0.0347,123.995,4.0,0.096
2BChZj0jXa7j3YtzVvNBSI,2018-06-11T01:26:08Z,5IYhAFrGFVMdr7KONm9dy4,Downsyde,247135.0,True,2BChZj0jXa7j3YtzVvNBSI,Fire It Up,22.0,0.159,0.756,247135.0,0.771,2BChZj0jXa7j3YtzVvNBSI,1.09e-06,10.0,0.209,-5.132,0.0,0.201,92.042,4.0,0.727
2BKHV8FsAUKnd1qVvPrwhf,2017-05-19T14:47:52Z,7mWSy3XhNWNLCCPtBnpBL9,Atelier Francesco,360886.0,False,2BKHV8FsAUKnd1qVvPrwhf,Dead End (feat. Astrid),0.0,0.00288,0.763,360887.0,0.605,2BKHV8FsAUKnd1qVvPrwhf,0.534,7.0,0.0929,-9.427,1.0,0.0516,122.976,4.0,0.335
2Bh5g09Jky6ar59SOTzljA,2018-07-30T13:18:29Z,2yPveJtn9DpeN0CgNJHvAQ,Stimming,408986.0,False,2Bh5g09Jky6ar59SOTzljA,Saibot,21.0,0.00378,0.932,408987.0,0.514,2Bh5g09Jky6ar59SOTzljA,0.447,5.0,0.248,-14.349,0.0,0.0727,124.002,4.0,0.883
2CeTilHGnzYEplQ2GImj5T,2018-08-13T14:30:07Z,55i4AnS7E58y41UwE0vvQh,Jacques,610206.0,False,2CeTilHGnzYEplQ2GImj5T,L'incroyable vie des choses,33.0,0.0131,0.781,610206.0,0.484,2CeTilHGnzYEplQ2GImj5T,0.549,1.0,0.19,-12.248,1.0,0.0506,111.109,4.0,0.0369
2ChyJMuCDIxUkgIFSuubpW,2017-09-12T15:18:16Z,2t1PIzuR6VzIkX31DHLRfz,TCP,385586.0,False,2ChyJMuCDIxUkgIFSuubpW,The Dynamic Energy - Moscoman Rework,1.0,0.0408,0.672,385586.0,0.694,2ChyJMuCDIxUkgIFSuubpW,0.155,5.0,0.101,-13.409,1.0,0.055,116.999,4.0,0.281
2FGxBrFtOcdEj4UhqkHQ7D,2017-07-12T14:18:36Z,0GxIiGoXXQwwxrBY3kEBzO,Baikal,615480.0,False,2FGxBrFtOcdEj4UhqkHQ7D,Pelican's Flight,20.0,0.00972,0.775,615480.0,0.724,2FGxBrFtOcdEj4UhqkHQ7D,0.923,11.0,0.11,-14.956,0.0,0.0511,124.993,3.0,0.0365
2Gn6YcNRXVpOXA3MBpHzAZ,2015-11-17T21:35:36Z,1OFP2fSFWTfJ80rzUo5AGb,Maneva,192235.0,False,2Gn6YcNRXVpOXA3MBpHzAZ,Pisando Descalço,0.0,0.709,0.768,192235.0,0.491,2Gn6YcNRXVpOXA3MBpHzAZ,0.0,4.0,0.102,-7.935,0.0,0.0557,141.792,4.0,0.937
2HL7S9cPLiSg2WSeARP89d,2016-04-17T09:59:27Z,1UL813H5aj3e8ekE5RqWqc,Tale Of Us,429019.0,False,2HL7S9cPLiSg2WSeARP89d,Fresh Water (feat. The/Das),0.0,0.0143,0.789,429020.0,0.506,2HL7S9cPLiSg2WSeARP89d,0.921,6.0,0.106,-13.22,1.0,0.077,120.029,4.0,0.303
2Hm8x3AC3VWpzXPSnufCuw,2017-06-22T15:00:06Z,4O6AfaKMmSDfqMN9yNBzmN,Under Black Helmet,364511.0,False,2Hm8x3AC3VWpzXPSnufCuw,Have You Ever Had a Dream,35.0,0.0057,0.682,364511.0,0.93,2Hm8x3AC3VWpzXPSnufCuw,0.841,11.0,0.092,-6.832,0.0,0.112,133.008,4.0,0.0473
2IitwLOVk9q7zmG43KXMo9,2018-10-04T00:46:03Z,3LHqODf1hGAgZ5LTw1Gf4C,Acid Pauli,404114.0,False,2IitwLOVk9q7zmG43KXMo9,Amadou - Stimming Remix,27.0,0.0184,0.859,404114.0,0.632,2IitwLOVk9q7zmG43KXMo9,0.808,7.0,0.0943,-8.981,1.0,0.182,123.013,4.0,0.495
2JNZ4RCTCK6DoHwPAW86yq,2017-07-18T01:10:57Z,3KOHpygRuo1ruQAbEneR3t,George FitzGerald,435870.0,False,2JNZ4RCTCK6DoHwPAW86yq,Call It Love - Scuba’s Angel Dust Mix,28.0,0.00101,0.662,435871.0,0.632,2JNZ4RCTCK6DoHwPAW86yq,0.878,10.0,0.102,-9.493,0.0,0.0466,125.989,4.0,0.256
2JUo1SKFbGn4Gx89eU1lwO,2016-05-21T23:45:33Z,7IfculRW2WXyzNQ8djX8WX,Erykah Badu,366693.0,False,2JUo1SKFbGn4Gx89eU1lwO,Fall In Love (Your Funeral),2.0,0.481,0.807,366693.0,0.446,2JUo1SKFbGn4Gx89eU1lwO,3.02e-06,11.0,0.111,-7.934,1.0,0.106,91.841,4.0,0.761
2K0lDOrMsWHKCYbxuq4Swh,2017-08-01T02:27:54Z,21A7bhIL1m6CNZn8y57PIZ,Reinier Zonneveld,453276.0,False,2K0lDOrMsWHKCYbxuq4Swh,Slow Loris,0.0,0.00244,0.704,453277.0,0.591,2K0lDOrMsWHKCYbxuq4Swh,0.899,2.0,0.0738,-6.892,1.0,0.0654,122.998,4.0,0.365
2MRqN41Oy3dwC3NGhDdRJT,2018-09-18T19:26:49Z,4HF38EKEfCpf5qexvLmt2E,Tobias,412306.0,False,2MRqN41Oy3dwC3NGhDdRJT,Second To None,6.0,0.000607,0.8,412307.0,0.451,2MRqN41Oy3dwC3NGhDdRJT,0.869,2.0,0.114,-17.567,1.0,0.0497,127.021,4.0,0.348
2MYl0er3UZ1RlKwRb5LODh,2018-07-31T13:32:07Z,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,215509.0,True,2MYl0er3UZ1RlKwRb5LODh,A.D.H.D,70.0,0.33,0.609,215509.0,0.799,2MYl0er3UZ1RlKwRb5LODh,0.0,9.0,0.108,-6.883,1.0,0.24,157.74,4.0,0.582
2MpKJjm43rrGpKVR8yhiwd,2018-05-15T23:18:06Z,2nZyxICoutrpwnbSvOtT7K,Daniel Grau,390875.0,False,2MpKJjm43rrGpKVR8yhiwd,Atlantis - Tuff City Kids Remix,1.0,0.0119,0.698,390875.0,0.728,2MpKJjm43rrGpKVR8yhiwd,0.937,7.0,0.101,-7.194,0.0,0.0528,124.582,4.0,0.556
2MxN8UIg77JHcHmBdhwOaL,2017-07-06T18:29:26Z,5iVuj2TcNIEBNnzGk97vfT,Dole & Kom,412271.0,False,2MxN8UIg77JHcHmBdhwOaL,Paper Town,20.0,0.0186,0.794,412272.0,0.623,2MxN8UIg77JHcHmBdhwOaL,0.937,10.0,0.122,-13.102,0.0,0.0433,122.993,4.0,0.0893
2Nx2Tm3Md5Q4PDlCUwWMhv,2016-03-07T20:09:28Z,2b3gMC15SnC8mwjnYiUXvx,Mato Seco,206785.0,False,2Nx2Tm3Md5Q4PDlCUwWMhv,Brilho de Sol,0.0,0.0048,0.831,206785.0,0.565,2Nx2Tm3Md5Q4PDlCUwWMhv,0.0,11.0,0.178,-7.568,0.0,0.0518,130.878,4.0,0.961
2Ohw7VH88F23O1VOaOJoT0,2017-09-08T15:22:51Z,44F8g3iM4NgU5cisocTlTQ,Moscoman,387834.0,False,2Ohw7VH88F23O1VOaOJoT0,Mexican Cola Bottle Baby - Original Mix,18.0,0.115,0.758,387835.0,0.659,2Ohw7VH88F23O1VOaOJoT0,0.881,10.0,0.111,-12.725,0.0,0.049,120.01,4.0,0.247
2PM6oyAxrO7cFgsZkNhHzc,2017-06-22T01:51:04Z,4iHnLagnnmgiIwMSm1wuTq,Giorgia Angiuli,300009.0,False,2PM6oyAxrO7cFgsZkNhHzc,Quintessenza,12.0,0.000901,0.735,300009.0,0.759,2PM6oyAxrO7cFgsZkNhHzc,0.826,7.0,0.0596,-9.388,1.0,0.0417,125.013,4.0,0.242
2Q7DRtNo4Hc5AjmV0Xx8mf,2017-07-24T16:03:42Z,20O4Ik25BbWfWBz0kZtsxX,M.A.N.D.Y.,435975.0,False,2Q7DRtNo4Hc5AjmV0Xx8mf,Body Language,44.0,0.0116,0.798,435975.0,0.671,2Q7DRtNo4Hc5AjmV0Xx8mf,0.906,4.0,0.103,-10.454,0.0,0.0553,129.993,4.0,0.83
2Qhf0zLkWXkRXFUGmMUIJ9,2018-07-20T22:17:54Z,4H1rPQHJFk09XbKGYszUe2,Beowülf,211486.0,False,2Qhf0zLkWXkRXFUGmMUIJ9,Plomo,8.0,0.0144,0.77,211486.0,0.714,2Qhf0zLkWXkRXFUGmMUIJ9,0.00557,2.0,0.31,-4.621,1.0,0.045,123.987,4.0,0.448
2SF0YhJOw8z2LMFoFkQKkg,2017-07-12T23:35:48Z,1hIEOyKvQb5gzbvWE5FV5G,Mark Greene,373548.0,False,2SF0YhJOw8z2LMFoFkQKkg,Nineteen Ninety What? - Steve Mulder Remix,3.0,0.00244,0.682,373548.0,0.892,2SF0YhJOw8z2LMFoFkQKkg,0.823,8.0,0.111,-6.981,0.0,0.0525,125.005,4.0,0.222
2SGGNs4KDs9JTuegUMipBj,2017-07-16T02:07:40Z,6yCdWsTDt4Dmb5GMZd5QLb,Kink,430030.0,False,2SGGNs4KDs9JTuegUMipBj,Cloud Generator,0.0,0.00763,0.662,430031.0,0.738,2SGGNs4KDs9JTuegUMipBj,0.911,2.0,0.103,-10.308,1.0,0.0349,124.996,4.0,0.0542
2TDf04arGq5CrZiYlduMVY,2016-05-23T19:10:37Z,0VSgciOd32tP2Yna1w4vDr,Baden Powell,257133.0,False,2TDf04arGq5CrZiYlduMVY,Canto de Ossanha,32.0,0.704,0.559,257133.0,0.276,2TDf04arGq5CrZiYlduMVY,0.00924,7.0,0.109,-21.506,0.0,0.0446,90.23,4.0,0.514
2TfeK6BFLVAeH1DAGOEIPR,2018-06-01T10:04:51Z,2yPveJtn9DpeN0CgNJHvAQ,Stimming,403399.0,False,2TfeK6BFLVAeH1DAGOEIPR,Der Garten,20.0,0.0117,0.734,403400.0,0.305,2TfeK6BFLVAeH1DAGOEIPR,0.0263,2.0,0.109,-14.835,1.0,0.0625,124.008,4.0,0.344
2Tk8EBN5ApvWhfY7nN0AXK,2017-08-10T00:22:01Z,26J5ZprV3p7jv4fHTmpXsB,Fur Coat,389692.0,False,2Tk8EBN5ApvWhfY7nN0AXK,Mumbata - Original Mix,5.0,0.0172,0.77,389692.0,0.547,2Tk8EBN5ApvWhfY7nN0AXK,0.901,0.0,0.524,-12.772,1.0,0.0582,121.008,4.0,0.389
2U7RnASWqpGLGUY1uOKzF5,2015-11-16T17:42:20Z,4DbVGBurfbrdLW2ZwfwdmP,Takuya Kuroda,298237.0,False,2U7RnASWqpGLGUY1uOKzF5,Green And Gold,11.0,0.322,0.802,298238.0,0.265,2U7RnASWqpGLGUY1uOKzF5,0.777,11.0,0.114,-12.138,0.0,0.0997,78.876,4.0,0.67
2UDLc3wEuB8SlTF142fEUc,2017-07-13T19:15:31Z,02DWGcShQivFepRvGJ7xhB,Adriatique,515162.0,False,2UDLc3wEuB8SlTF142fEUc,Mrcreasy,19.0,0.00111,0.739,515162.0,0.633,2UDLc3wEuB8SlTF142fEUc,0.77,4.0,0.11,-12.93,1.0,0.0415,119.999,4.0,0.0955
2UciqgwVDwro0fev3MFbxJ,2018-08-29T17:21:44Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,216726.0,True,2UciqgwVDwro0fev3MFbxJ,ATM,74.0,0.115,0.719,216727.0,0.497,2UciqgwVDwro0fev3MFbxJ,0.0,8.0,0.0898,-7.661,1.0,0.681,81.651,4.0,0.345
2WWy1TUVmCr7PKDeZTSZbW,2018-07-20T22:17:54Z,623ecFS6T9xsx9Rb98eii5,Marc Romboy,238032.0,False,2WWy1TUVmCr7PKDeZTSZbW,Infrared,9.0,0.000338,0.608,238033.0,0.851,2WWy1TUVmCr7PKDeZTSZbW,0.809,7.0,0.111,-9.734,1.0,0.0276,121.944,4.0,0.323
2Wruxb8hz1gtRBGEPwjNIf,2017-06-13T19:55:59Z,7inbx3OpLVuQ4vv9XZO11I,Josh,472500.0,False,2Wruxb8hz1gtRBGEPwjNIf,Deeply Contented,2.0,0.000533,0.799,472500.0,0.761,2Wruxb8hz1gtRBGEPwjNIf,0.888,11.0,0.69,-10.939,0.0,0.0588,128.005,4.0,0.0686
2X6nSWWEyflGhHGeVFLuo7,2018-09-28T21:37:42Z,3pqHn0bHhBjL0duQ5xesFe,SHDW,360189.0,False,2X6nSWWEyflGhHGeVFLuo7,Verlorene Seelen,21.0,3.21e-05,0.73,360190.0,0.897,2X6nSWWEyflGhHGeVFLuo7,0.926,11.0,0.105,-7.136,0.0,0.0604,133.991,4.0,0.0815
2XcNh2ODglByBARWAODvCZ,2018-11-19T14:57:08Z,2OuJGRdgdqXs9gpNf9tlqW,Concept of Thought,133828.0,False,2XcNh2ODglByBARWAODvCZ,For Oscar,27.0,0.751,0.672,133828.0,0.514,2XcNh2ODglByBARWAODvCZ,0.719,1.0,0.064,-10.463,0.0,0.0977,91.077,4.0,0.535
2Yd0a4PkkAukpaPhxKHog7,2017-03-31T15:38:57Z,1UL813H5aj3e8ekE5RqWqc,Tale Of Us,267613.0,False,2Yd0a4PkkAukpaPhxKHog7,Definizione dell'impossibile,0.0,0.932,0.185,267613.0,0.0474,2Yd0a4PkkAukpaPhxKHog7,0.929,5.0,0.0863,-22.854,0.0,0.0331,66.518,4.0,0.0379
2Z5zO1w26uaSbKoGoJlpZ8,2017-07-06T04:47:41Z,1sxHp39RqBEE01pgVqsdyP,Marcel Dettmann,406947.0,False,2Z5zO1w26uaSbKoGoJlpZ8,Prophet Man,23.0,0.00195,0.796,406948.0,0.55,2Z5zO1w26uaSbKoGoJlpZ8,0.891,8.0,0.106,-11.405,0.0,0.0623,127.02,4.0,0.315
2ZAQ5A65YqpQ7vLiRXebSE,2017-11-14T22:43:49Z,1qo9Fb4nYgez0Hpfi2RuiV,Dark Sky,397537.0,False,2ZAQ5A65YqpQ7vLiRXebSE,Kilter,42.0,0.0633,0.724,397537.0,0.731,2ZAQ5A65YqpQ7vLiRXebSE,0.787,0.0,0.139,-12.378,1.0,0.0677,123.005,4.0,0.119
2ZGcwiE8GdwKR9jMIkGJE1,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,595863.0,False,2ZGcwiE8GdwKR9jMIkGJE1,Rave on U,41.0,0.284,0.769,595863.0,0.863,2ZGcwiE8GdwKR9jMIkGJE1,0.704,4.0,0.0866,-8.25,0.0,0.0528,121.006,4.0,0.13
2ZsbtrFluQsuzsJMApF6yw,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,405992.0,False,2ZsbtrFluQsuzsJMApF6yw,I Never Dream,49.0,0.108,0.694,405992.0,0.871,2ZsbtrFluQsuzsJMApF6yw,0.786,1.0,0.0636,-3.621,0.0,0.0478,117.986,4.0,0.361
2aKSW7z2l7XcJ4md1kLBnp,2017-07-24T22:00:46Z,1doQgXssRfKnLx70adszbK,Recondite,355959.0,False,2aKSW7z2l7XcJ4md1kLBnp,Andever,23.0,0.0493,0.904,355959.0,0.432,2aKSW7z2l7XcJ4md1kLBnp,0.942,0.0,0.109,-12.278,1.0,0.0465,120.002,4.0,0.192
2aqre3x5snS4X7s6HCaXzl,2017-08-04T18:29:15Z,7nqpEU6DCHkNtK1bYsyS3W,Kerri Chandler,564848.0,False,2aqre3x5snS4X7s6HCaXzl,Six Pianos - Audiojack Remix,17.0,0.0393,0.863,564849.0,0.492,2aqre3x5snS4X7s6HCaXzl,0.201,9.0,0.0909,-9.398,1.0,0.0803,124.007,4.0,0.168
2b5OgiJLwA2kAGFUg9Qp34,2017-07-14T23:10:48Z,15URYK8aep9lp3NpWTFgIs,YEZPR,337554.0,False,2b5OgiJLwA2kAGFUg9Qp34,Poltergeist,7.0,5.53e-06,0.724,337554.0,0.954,2b5OgiJLwA2kAGFUg9Qp34,0.872,7.0,0.102,-10.04,1.0,0.0433,138.012,4.0,0.245
2br5gXizds1u37rGnDsTdJ,2019-01-06T03:36:44Z,0IhfJZiFjHqE9mJ9INjp7x,Tunnelvisions,392778.0,False,2br5gXizds1u37rGnDsTdJ,Guava - Aera's Sunset Remix,14.0,0.024,0.776,392778.0,0.776,2br5gXizds1u37rGnDsTdJ,0.822,7.0,0.114,-9.766,1.0,0.0458,121.985,4.0,0.0374
2dGwSWBenntUO4LiygZmQx,2018-10-04T02:04:12Z,6DDwuNqWcIxkfz4gLIuht6,Jad & The Ladyboy,305256.0,False,2dGwSWBenntUO4LiygZmQx,Gervinho,5.0,0.221,0.847,305257.0,0.351,2dGwSWBenntUO4LiygZmQx,0.931,8.0,0.126,-15.056,0.0,0.328,119.943,4.0,0.413
2dTDtC4lQOIuyispuhQWR6,2017-08-23T13:06:02Z,2polW59xyLfTDB4E5Ig7Xa,Clarian,325821.0,False,2dTDtC4lQOIuyispuhQWR6,Ma Shiva - Original Mix,15.0,0.00224,0.765,325821.0,0.639,2dTDtC4lQOIuyispuhQWR6,0.86,6.0,0.0996,-9.534,1.0,0.0439,110.003,4.0,0.271
2dbNZGTZgJmhDzjZVCYo8j,2017-06-22T15:00:06Z,4O6AfaKMmSDfqMN9yNBzmN,Under Black Helmet,308571.0,False,2dbNZGTZgJmhDzjZVCYo8j,Sabotage,20.0,0.079,0.7,308571.0,0.727,2dbNZGTZgJmhDzjZVCYo8j,0.892,1.0,0.112,-13.232,0.0,0.0627,125.988,4.0,0.481
2dgrYdgguVZKeCsrVb9XEs,2018-09-19T19:41:25Z,4LLpKhyESsyAXpc4laK94U,Mac Miller,288640.0,True,2dgrYdgguVZKeCsrVb9XEs,What's the Use?,74.0,0.736,0.759,288640.0,0.492,2dgrYdgguVZKeCsrVb9XEs,0.00989,1.0,0.107,-10.338,0.0,0.12,104.974,4.0,0.561
2dhWHAUIQeSWPVJtAEZUtt,2017-07-12T13:56:08Z,6OP6u8D2Icl5qmrCbyTY7M,Shall Ocin,415192.0,False,2dhWHAUIQeSWPVJtAEZUtt,Obris,22.0,2.48e-05,0.758,415193.0,0.89,2dhWHAUIQeSWPVJtAEZUtt,0.225,3.0,0.127,-7.504,1.0,0.0516,123.988,4.0,0.418
2e4vq3aZFLIGzlzp7o20Hz,2018-10-04T00:52:23Z,3LHqODf1hGAgZ5LTw1Gf4C,Acid Pauli,390492.0,False,2e4vq3aZFLIGzlzp7o20Hz,René - Roman Flügel Remix,27.0,0.347,0.744,390492.0,0.591,2e4vq3aZFLIGzlzp7o20Hz,0.755,9.0,0.0895,-10.022,0.0,0.0597,101.22,4.0,0.198
2e6UuWBbZBVnLsoENYTjbl,2017-07-10T20:24:59Z,5HRGFSrlJruRPZNPbsy57r,Undercatt,478950.0,False,2e6UuWBbZBVnLsoENYTjbl,Hana,25.0,0.0201,0.74,478950.0,0.679,2e6UuWBbZBVnLsoENYTjbl,0.865,11.0,0.108,-8.87,0.0,0.0371,124.988,4.0,0.188
2fLe8kWF76pGHqi1jAgmHU,2018-07-20T22:17:54Z,4EOyJnoiiOJ4vuNhSBArB2,Luttrell,261639.0,False,2fLe8kWF76pGHqi1jAgmHU,Intergalactic Plastic,6.0,0.00775,0.459,261639.0,0.683,2fLe8kWF76pGHqi1jAgmHU,0.478,4.0,0.0737,-8.977,1.0,0.0352,121.963,4.0,0.0367
2gDsnRAZi8lPnjlz9Fw0WH,2017-08-01T02:27:54Z,6NeFX96yGExwOQjnrGCzGL,Benotmane,582898.0,False,2gDsnRAZi8lPnjlz9Fw0WH,Pelikan,0.0,0.00231,0.606,582899.0,0.911,2gDsnRAZi8lPnjlz9Fw0WH,0.866,9.0,0.366,-7.713,0.0,0.0377,120.998,4.0,0.0319
2gjuc9TZBB4pgu4mX7IcZo,2018-08-13T13:08:15Z,5EctF8sY4mgGmG2II0rw9H,Sefi Zisling,329330.0,False,2gjuc9TZBB4pgu4mX7IcZo,Avocado Dance (feat. Nomok),23.0,0.045,0.542,329331.0,0.78,2gjuc9TZBB4pgu4mX7IcZo,0.106,11.0,0.0627,-9.304,0.0,0.102,131.865,4.0,0.962
2grmW7b7QgrfTCRNumHq65,2017-07-20T17:37:12Z,71Og13tJyEC23Eom0pb0BP,Vaal,386966.0,False,2grmW7b7QgrfTCRNumHq65,Wander To Hell - Locked Groove Remix,24.0,0.0128,0.778,386967.0,0.675,2grmW7b7QgrfTCRNumHq65,0.931,1.0,0.102,-13.168,0.0,0.0519,121.008,3.0,0.0265
2i03p7uKaZIza1y0Uge9S7,2017-05-23T00:36:36Z,3c3xYpAZXpGqv3Wcyz5cr3,Jichael Mackson,353587.0,False,2i03p7uKaZIza1y0Uge9S7,GTI,6.0,0.00404,0.765,353587.0,0.817,2i03p7uKaZIza1y0Uge9S7,0.8,4.0,0.148,-8.435,1.0,0.0409,125.003,4.0,0.125
2iI5yTu2IYavykXX08aJHZ,2018-09-10T14:22:39Z,51Rlwvwkj8L3zakIRr6dUV,Seb Wildblood,397477.0,False,2iI5yTu2IYavykXX08aJHZ,Jazz Vol.1,43.0,0.387,0.8,397478.0,0.561,2iI5yTu2IYavykXX08aJHZ,0.888,9.0,0.106,-11.449,0.0,0.0694,116.998,4.0,0.463
2ikFDsRk2VOwYuwZMPbY3g,2018-12-26T17:54:32Z,4oDjh8wNW5vDHyFRrDYC4k,Loyle Carner,270213.0,True,2ikFDsRk2VOwYuwZMPbY3g,No Worries,50.0,0.355,0.719,270213.0,0.675,2ikFDsRk2VOwYuwZMPbY3g,0.00133,1.0,0.119,-6.888,1.0,0.423,90.29,4.0,0.739
2lMg3nbwRQzkOYGSnSUc6E,2018-05-15T23:18:06Z,2nZyxICoutrpwnbSvOtT7K,Daniel Grau,352719.0,False,2lMg3nbwRQzkOYGSnSUc6E,Disco Fantasy - Daniel Wang & Jules Etienne Non Disco Remix,1.0,0.0337,0.761,352719.0,0.538,2lMg3nbwRQzkOYGSnSUc6E,0.777,1.0,0.0734,-7.333,0.0,0.0563,125.999,4.0,0.96
2lS3RismiSW68BTe4ow2f0,2018-07-20T22:17:54Z,3OIINbAKKK2MjCiFEpEft3,VNTM,191622.0,False,2lS3RismiSW68BTe4ow2f0,Melodica,6.0,0.0191,0.654,191623.0,0.689,2lS3RismiSW68BTe4ow2f0,0.795,4.0,0.133,-8.228,0.0,0.0286,124.001,4.0,0.659
2lvb0yjJA15NRdC6TknOLC,2017-12-28T21:53:47Z,0RGps5ypicBCu2y0Cy2skj,Voyeur,577317.0,False,2lvb0yjJA15NRdC6TknOLC,Nina,27.0,0.000127,0.801,577318.0,0.96,2lvb0yjJA15NRdC6TknOLC,0.77,9.0,0.126,-8.515,0.0,0.0461,120.003,4.0,0.056
2mAURFxZWN5Jw11gFfS7o7,2018-11-23T17:23:38Z,3qoTlYFOahAlAh9ee3qnbs,HOSH,448088.0,False,2mAURFxZWN5Jw11gFfS7o7,Blinded,44.0,0.00031,0.803,448089.0,0.647,2mAURFxZWN5Jw11gFfS7o7,0.906,2.0,0.0559,-10.154,1.0,0.0646,125.006,4.0,0.0937
2n59sT7pVPRleDFKrvmMe8,2018-11-08T12:05:09Z,5UwHHsEQqO6OiQCtYHDpn9,Barnt,556115.0,False,2n59sT7pVPRleDFKrvmMe8,"If She Says She Is A Healer, She Is A Healer",22.0,6.94e-06,0.684,556116.0,0.717,2n59sT7pVPRleDFKrvmMe8,0.866,1.0,0.103,-10.439,1.0,0.0339,124.994,4.0,0.0743
2o9fz1ALwGI65oMzueYMUI,2017-07-16T01:43:54Z,4w7eRdZfKDuOm31eGj8rbP,Frankey,500549.0,False,2o9fz1ALwGI65oMzueYMUI,Acamar,43.0,0.00212,0.777,500550.0,0.739,2o9fz1ALwGI65oMzueYMUI,0.868,9.0,0.109,-9.089,1.0,0.039,119.992,4.0,0.202
2oBWenLfr23FkPGYLR8eHI,2016-05-24T23:22:48Z,0r0m8up7CjS8TJodH2HX7C,Solee,425820.0,False,2oBWenLfr23FkPGYLR8eHI,Years Gone By,24.0,0.0281,0.695,425821.0,0.467,2oBWenLfr23FkPGYLR8eHI,0.789,6.0,0.0953,-10.539,1.0,0.0407,121.028,4.0,0.386
2p2s0AZd6ofojO1NXkl9C5,2018-11-21T19:47:41Z,6wXFUcaG7779tb1Ok72GBn,Herbert,441533.0,False,2p2s0AZd6ofojO1NXkl9C5,It's Only,26.0,0.152,0.783,441533.0,0.81,2p2s0AZd6ofojO1NXkl9C5,0.615,11.0,0.425,-10.404,0.0,0.106,117.468,4.0,0.631
2pZRMsDywQ8FIqmYS0jlYU,2018-07-20T22:17:54Z,2D9Oe8R9UhbMvFAsMJpXj0,Kölsch,171982.0,False,2pZRMsDywQ8FIqmYS0jlYU,Left Eye Left,15.0,0.000141,0.475,171983.0,0.664,2pZRMsDywQ8FIqmYS0jlYU,0.958,2.0,0.145,-13.644,1.0,0.033,123.005,4.0,0.036
2qEbfAx2kIaizWiITQx8Wy,2018-11-16T16:22:19Z,2XMpXAQ0B1J95en60YGE3V,Chaim,343987.0,False,2qEbfAx2kIaizWiITQx8Wy,Your Mulana,21.0,0.0016,0.805,343987.0,0.737,2qEbfAx2kIaizWiITQx8Wy,0.944,2.0,0.0807,-12.011,1.0,0.046,119.992,4.0,0.187
2reVX2dNA3SwxgvjHNXStE,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,447950.0,False,2reVX2dNA3SwxgvjHNXStE,Flash in the Pan,41.0,0.191,0.802,447950.0,0.602,2reVX2dNA3SwxgvjHNXStE,0.811,4.0,0.106,-8.466,0.0,0.0458,116.003,4.0,0.135
2ruazKxtFgGY9f2zwVXfz0,2018-09-30T23:19:33Z,4p35pLn1lRgqoVVsnqNZEK,Bugge Wesseltoft,480053.0,False,2ruazKxtFgGY9f2zwVXfz0,Leave My Head Alone Brain,31.0,0.727,0.652,480053.0,0.243,2ruazKxtFgGY9f2zwVXfz0,0.927,7.0,0.102,-17.862,0.0,0.0357,122.002,4.0,0.281
2sRoRiJsGitF8qORzhQnHO,2017-07-06T00:19:39Z,6caPJFLv1wesmM7gwK1ACy,Boris Brejcha,325133.0,False,2sRoRiJsGitF8qORzhQnHO,Die Maschinen sind gestrandet,0.0,0.000792,0.79,325133.0,0.858,2sRoRiJsGitF8qORzhQnHO,0.728,11.0,0.288,-11.375,0.0,0.0545,125.406,4.0,0.331
