,added_at,artist_id,artist_name,duration_ms,explicit,id,name,popularity,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
5m6kzMhE51dGyxDugthxxl,2018-09-18T19:26:49Z,31DfdNeAoM2yRP0XifaJtb,The Showroom Recording Series,337652.0,False,5m6kzMhE51dGyxDugthxxl,Watcha Waiting For?,5.0,0.0801,0.855,337653.0,0.304,5m6kzMhE51dGyxDugthxxl,0.201,1.0,0.118,-13.14,1.0,0.0825,122.948,4.0,0.525
5mZQUOqd0AZNcaxDYdSzkX,2017-09-12T15:18:16Z,7phOvwBANyuRvVKTInnbxJ,Autarkic,359143.0,False,5mZQUOqd0AZNcaxDYdSzkX,How To Cheat - Red Axes Edit,1.0,0.0443,0.707,359144.0,0.958,5mZQUOqd0AZNcaxDYdSzkX,0.9,4.0,0.18,-7.946,0.0,0.0386,115.007,4.0,0.667
5mzyoLBsWbpU1yjQnSrVz2,2017-06-26T00:13:12Z,7qXRl6cKc9zsbV0ekjUQKm,Introversion,449695.0,False,5mzyoLBsWbpU1yjQnSrVz2,Dystopia,37.0,0.00223,0.604,449695.0,0.85,5mzyoLBsWbpU1yjQnSrVz2,0.922,10.0,0.106,-8.31,1.0,0.0509,130.011,4.0,0.155
5odUfeFuBxFv7hiWdL4yZ5,2018-03-24T13:27:13Z,48C2RLG6w7o4jAJjCJKZM8,Shigeto,294533.0,False,5odUfeFuBxFv7hiWdL4yZ5,When We Low,42.0,0.898,0.657,294533.0,0.0985,5odUfeFuBxFv7hiWdL4yZ5,0.825,0.0,0.0951,-14.566,1.0,0.116,85.987,4.0,0.131
5onGESUxi3P9xLt311oS59,2018-07-28T14:21:28Z,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,283053.0,True,5onGESUxi3P9xLt311oS59,One More Chance,53.0,0.107,0.848,283053.0,0.698,5onGESUxi3P9xLt311oS59,0.0,10.0,0.174,-5.73,0.0,0.338,94.066,4.0,0.697
5pBF5loo6FRMIUqR5L4QWm,2018-12-05T21:11:15Z,3BkRu2TGd2I1uBxZKddfg1,ARTBAT,471759.0,False,5pBF5loo6FRMIUqR5L4QWm,Prometheus,37.0,0.000535,0.616,471759.0,0.798,5pBF5loo6FRMIUqR5L4QWm,0.693,8.0,0.112,-8.142,1.0,0.0385,123.995,4.0,0.0779
5pO6hnpqaWgvsG78NIHesr,2017-07-06T00:19:39Z,5dIBRWxyZpFuVYhaveJQQM,Markus Lange,273080.0,False,5pO6hnpqaWgvsG78NIHesr,Ruhestorung Plattenbau (Oxia Remix),0.0,0.000259,0.789,273080.0,0.652,5pO6hnpqaWgvsG78NIHesr,0.863,10.0,0.115,-9.086,0.0,0.089,127.15,4.0,0.283
5pbu3Q5jVSM40ScEYhELTt,2018-07-20T22:17:54Z,3NUcxMYt10f6cx567crDk2,Rafael Cerato,211137.0,False,5pbu3Q5jVSM40ScEYhELTt,Darkclaw,7.0,0.00661,0.631,211138.0,0.713,5pbu3Q5jVSM40ScEYhELTt,0.656,2.0,0.1,-8.646,1.0,0.0336,123.989,4.0,0.116
5pjZj43m8bllfgIlwAxVpa,2017-07-13T22:39:24Z,5746OPVM8Y7hZI1aZeTh2v,Bruce Banner,437073.0,False,5pjZj43m8bllfgIlwAxVpa,Relish It - Original Mix,12.0,0.0123,0.809,437073.0,0.634,5pjZj43m8bllfgIlwAxVpa,0.879,9.0,0.0752,-10.405,0.0,0.0666,122.998,4.0,0.26
5puzgL01DtZeMAQzrAwfsM,2016-10-15T00:06:54Z,1doQgXssRfKnLx70adszbK,Recondite,421680.0,False,5puzgL01DtZeMAQzrAwfsM,Warg,30.0,0.158,0.812,421680.0,0.529,5puzgL01DtZeMAQzrAwfsM,0.929,9.0,0.109,-10.572,1.0,0.0432,122.012,4.0,0.0582
5qShS4Yweayci7hHXGPSXN,2018-12-05T21:21:37Z,3xnDktxhudJR2Wv3HZDQ9W,John Digweed,483902.0,False,5qShS4Yweayci7hHXGPSXN,Organia - Intro,21.0,0.0509,0.736,483902.0,0.87,5qShS4Yweayci7hHXGPSXN,0.886,5.0,0.0857,-10.223,0.0,0.0506,123.012,4.0,0.126
5rHUxWId6UFpEZEJcSoOSN,2017-07-12T12:38:44Z,4u5Ii39u9AXwZL9mluueZr,Alejandro Mosso,421337.0,False,5rHUxWId6UFpEZEJcSoOSN,Ares,16.0,0.112,0.796,421338.0,0.526,5rHUxWId6UFpEZEJcSoOSN,0.935,4.0,0.111,-14.682,0.0,0.0591,122.004,4.0,0.114
5rPF0gs7A5pe9fk69cewLT,2018-01-09T12:53:05Z,5a0etAzO5V26gvlbmHzT9W,Nicolas Jaar,361186.0,False,5rPF0gs7A5pe9fk69cewLT,Marks,35.0,0.384,0.913,361186.0,0.19,5rPF0gs7A5pe9fk69cewLT,0.87,11.0,0.107,-11.631,0.0,0.0651,113.982,4.0,0.359
5sNjy41kQANS6ZRHhbTh77,2018-07-30T13:18:29Z,2yPveJtn9DpeN0CgNJHvAQ,Stimming,376693.0,False,5sNjy41kQANS6ZRHhbTh77,Prepare,41.0,0.495,0.58,376693.0,0.472,5sNjy41kQANS6ZRHhbTh77,0.941,0.0,0.205,-15.95,0.0,0.107,118.983,4.0,0.197
5sTSpubek6gh41gCH78PIc,2017-06-22T15:00:09Z,1u7DsNFbakULvxnDGtMm90,Enrico Sangiuliano,437760.0,False,5sTSpubek6gh41gCH78PIc,Alone With The Bitch,22.0,0.0286,0.805,437760.0,0.833,5sTSpubek6gh41gCH78PIc,0.91,0.0,0.125,-7.238,1.0,0.0661,124.997,4.0,0.54
5sWbwccBcyHsg5LEKWGZo9,2018-08-29T17:21:44Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,315771.0,True,5sWbwccBcyHsg5LEKWGZo9,BRACKETS,67.0,0.19,0.675,315771.0,0.567,5sWbwccBcyHsg5LEKWGZo9,1.77e-06,10.0,0.175,-9.147,0.0,0.263,84.039,4.0,0.658
5t368W4lNeKogWVUuIzF9u,2018-10-04T01:50:51Z,44zcDDVZOY0ck7KECNUPK1,Dominik Eulberg,597447.0,False,5t368W4lNeKogWVUuIzF9u,Meerjungfrauenportemonnaie,19.0,0.0907,0.802,597447.0,0.621,5t368W4lNeKogWVUuIzF9u,0.854,6.0,0.0818,-11.325,0.0,0.0548,123.0,4.0,0.541
5tB6BpAYDOnzWB0XTQ8B3O,2018-11-16T16:34:54Z,26J5ZprV3p7jv4fHTmpXsB,Fur Coat,440227.0,False,5tB6BpAYDOnzWB0XTQ8B3O,Spiral - Original Mix,16.0,0.000882,0.721,440227.0,0.605,5tB6BpAYDOnzWB0XTQ8B3O,0.884,5.0,0.0777,-12.609,1.0,0.0484,124.997,4.0,0.173
5tIhRlNkApQJoDA8zhOBUY,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,351019.0,False,5tIhRlNkApQJoDA8zhOBUY,Now U Got Me Hooked,50.0,0.0108,0.795,351019.0,0.709,5tIhRlNkApQJoDA8zhOBUY,0.695,2.0,0.105,-5.928,1.0,0.0499,100.492,4.0,0.279
5tJLmsWpbgDE80uAs7YgGj,2018-12-18T16:32:20Z,5mIowAJMp7RKNheelruV5z,&ME,581586.0,False,5tJLmsWpbgDE80uAs7YgGj,In Your Eyes,40.0,0.00239,0.789,581586.0,0.773,5tJLmsWpbgDE80uAs7YgGj,0.954,2.0,0.0603,-11.32,1.0,0.0585,119.937,4.0,0.315
5thQXQejVR1EMrKrIMBEzV,2018-05-15T23:18:06Z,2nZyxICoutrpwnbSvOtT7K,Daniel Grau,380308.0,False,5thQXQejVR1EMrKrIMBEzV,Atlantis - Debonair Remix,2.0,0.023,0.732,380308.0,0.788,5thQXQejVR1EMrKrIMBEzV,0.735,1.0,0.66,-7.4,1.0,0.0583,120.97,4.0,0.545
5tm7jCfrmhGkXFXEXtz8BL,2016-02-20T09:11:29Z,5JYtpnUKxAzXfHEYpOeeit,Jorge Ben Jor,223333.0,False,5tm7jCfrmhGkXFXEXtz8BL,Ive Brussel,47.0,0.448,0.496,223333.0,0.756,5tm7jCfrmhGkXFXEXtz8BL,1.48e-06,9.0,0.23,-10.486,1.0,0.0382,148.967,4.0,0.861
5uOXJ6ohLn2V3FRxoFrkgs,2018-09-10T13:55:54Z,0sXhBmVgBTDxkQb8CUbhhR,Coops,188764.0,True,5uOXJ6ohLn2V3FRxoFrkgs,That Jazz,38.0,0.0893,0.65,188764.0,0.509,5uOXJ6ohLn2V3FRxoFrkgs,0.0,9.0,0.145,-6.106,0.0,0.322,88.848,4.0,0.364
5uyPz8Q6llHtPpa6WzLvEu,2017-08-15T00:17:49Z,0Dc7CbTE5mcvrprttS6GDs,Locked Groove,443186.0,False,5uyPz8Q6llHtPpa6WzLvEu,Enigma - Scuba's Warehouse Mix,24.0,0.181,0.704,443187.0,0.615,5uyPz8Q6llHtPpa6WzLvEu,0.546,6.0,0.0797,-8.539,1.0,0.0452,122.009,4.0,0.425
5vg08wWaZirBKYScq5Wswz,2017-08-09T01:23:00Z,2polW59xyLfTDB4E5Ig7Xa,Clarian,453038.0,False,5vg08wWaZirBKYScq5Wswz,Dystopia - Original Mix,13.0,0.215,0.663,453038.0,0.76,5vg08wWaZirBKYScq5Wswz,0.918,11.0,0.0692,-10.213,0.0,0.045,119.998,4.0,0.731
5w3rCESBlHOV2CLYUONlDO,2016-11-09T12:16:27Z,5xLSa7l4IV1gsQfhAMvl0U,B.B. King,179266.0,False,5w3rCESBlHOV2CLYUONlDO,Please Love Me - Live At The Regal Theater/1964,0.0,0.547,0.358,178701.0,0.886,5w3rCESBlHOV2CLYUONlDO,0.0,5.0,0.795,-8.325,0.0,0.0734,167.415,4.0,0.744
5wRXGPnXX1Jm16uQoEEp8p,2017-06-22T15:00:06Z,4O6AfaKMmSDfqMN9yNBzmN,Under Black Helmet,356307.0,False,5wRXGPnXX1Jm16uQoEEp8p,Mute,33.0,0.492,0.631,356308.0,0.758,5wRXGPnXX1Jm16uQoEEp8p,0.912,6.0,0.109,-10.057,0.0,0.0597,130.004,4.0,0.158
5wfjOSbSgHX4skKCoJcUsT,2018-09-27T19:22:51Z,1tQKFwyt4Utmgwm3iMejFe,Marc Scholl,642937.0,False,5wfjOSbSgHX4skKCoJcUsT,Liquid,11.0,0.378,0.788,642938.0,0.266,5wfjOSbSgHX4skKCoJcUsT,0.874,7.0,0.284,-15.844,1.0,0.0569,124.036,4.0,0.444
5y6hqSxM80YYIwm10vBDFE,2017-07-26T16:01:41Z,1cdLR0Fz14MLkWY78hNTYT,DJ Slugo,262626.0,True,5y6hqSxM80YYIwm10vBDFE,Wouldn't You Like To Be A Hoe Too,0.0,0.000365,0.859,262627.0,0.448,5y6hqSxM80YYIwm10vBDFE,0.192,9.0,0.115,-10.702,1.0,0.077,134.425,4.0,0.567
5yDZCMX6kiySxu3GCmzFEN,2017-06-23T03:06:50Z,3MkIU5jhXTMK9pYQTRVI6p,DJ Boring,511031.0,False,5yDZCMX6kiySxu3GCmzFEN,Winona,49.0,0.0387,0.656,511032.0,0.693,5yDZCMX6kiySxu3GCmzFEN,0.83,5.0,0.111,-7.876,0.0,0.0703,122.028,4.0,0.158
5yLHYekk90rX2Ma9ZEciOB,2017-06-23T18:12:24Z,0jKR1DdWGSZB2hYgJq82qt,Yves Deruyter,390280.0,False,5yLHYekk90rX2Ma9ZEciOB,Back To Earth - Rave Mix,24.0,0.000727,0.688,390280.0,0.845,5yLHYekk90rX2Ma9ZEciOB,0.87,11.0,0.122,-8.918,0.0,0.0529,139.973,4.0,0.448
5yM414A37MWoK6jzdt5XEd,2016-04-18T20:07:15Z,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,264186.0,False,5yM414A37MWoK6jzdt5XEd,Better Together,39.0,0.475,0.61,264187.0,0.574,5yM414A37MWoK6jzdt5XEd,0.0,6.0,0.963,-10.037,1.0,0.0532,96.05,4.0,0.669
603pqVUWVsrLjWOmitaSK5,2018-10-31T13:47:41Z,6FfTOJJ5iO4tRG80MG5Ovj,Isolée,458950.0,False,603pqVUWVsrLjWOmitaSK5,Mangrove,28.0,0.0272,0.831,458950.0,0.672,603pqVUWVsrLjWOmitaSK5,0.881,9.0,0.0981,-10.022,1.0,0.0846,122.009,4.0,0.479
60TSpDcA4vwWHyeuzlwxnx,2015-12-09T17:58:13Z,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,307093.0,True,60TSpDcA4vwWHyeuzlwxnx,Walkabout,0.0,0.0679,0.744,307093.0,0.667,60TSpDcA4vwWHyeuzlwxnx,0.36,4.0,0.306,-7.539,0.0,0.063,90.387,4.0,0.766
625lnvirofE0fkGyPhlw07,2017-03-14T00:38:43Z,2vUpX2Zq1DBdCHuoEnmzkK,Tom Trago,773763.0,False,625lnvirofE0fkGyPhlw07,Hidden Heart of Gold - Original Mix,27.0,0.00848,0.67,773764.0,0.614,625lnvirofE0fkGyPhlw07,0.888,2.0,0.127,-11.987,1.0,0.0389,123.994,4.0,0.245
62hB1lclFYNSj639uEMWpu,2017-09-14T00:54:15Z,2JWmMcE8Z0vapxOIiT7PLq,John Tejada,396183.0,False,62hB1lclFYNSj639uEMWpu,I've Got Acid (On My Brain),24.0,0.000475,0.815,396183.0,0.593,62hB1lclFYNSj639uEMWpu,0.686,7.0,0.089,-10.033,1.0,0.0586,124.014,4.0,0.69
63CCpmCTi8MHO5LdhpDvII,2017-07-06T18:59:41Z,6OQOvP7RAdmAKVXXQqD0Se,Pan-Pot,407290.0,False,63CCpmCTi8MHO5LdhpDvII,Twelve,19.0,0.000192,0.736,407290.0,0.575,63CCpmCTi8MHO5LdhpDvII,0.547,7.0,0.109,-13.918,1.0,0.0475,128.015,4.0,0.2
64noXADbIqAfG0YiQvtHHJ,2018-03-24T13:27:13Z,48C2RLG6w7o4jAJjCJKZM8,Shigeto,177253.0,False,64noXADbIqAfG0YiQvtHHJ,In Case You Forgot,27.0,0.934,0.67,177253.0,0.0728,64noXADbIqAfG0YiQvtHHJ,0.839,4.0,0.066,-19.541,0.0,0.0515,110.066,4.0,0.155
655GMgm5jGaAodB8VrBBHS,2018-12-05T22:06:20Z,2n6DGYH09XJFq4TqfeQ2G3,Brian Cid,544000.0,False,655GMgm5jGaAodB8VrBBHS,Aviv - Original Mix,12.0,0.00188,0.784,544000.0,0.804,655GMgm5jGaAodB8VrBBHS,0.836,7.0,0.0687,-13.231,1.0,0.0519,120.006,4.0,0.276
66Z3v4A2QEORJqYVl4OQOe,2015-12-23T01:02:45Z,76IyGPd3y2mBZCljGcke0x,Dexter,387386.0,False,66Z3v4A2QEORJqYVl4OQOe,Eu So Funcao,0.0,0.228,0.841,387387.0,0.614,66Z3v4A2QEORJqYVl4OQOe,0.0,2.0,0.0771,-6.907,1.0,0.128,81.013,4.0,0.874
67N5UWdGyr6DJ1qVJ4AMVQ,2018-03-24T13:27:13Z,48C2RLG6w7o4jAJjCJKZM8,Shigeto,395706.0,False,67N5UWdGyr6DJ1qVJ4AMVQ,Ice Breaker,27.0,0.0334,0.801,395707.0,0.619,67N5UWdGyr6DJ1qVJ4AMVQ,0.894,2.0,0.687,-10.679,1.0,0.0572,120.003,4.0,0.423
67i9WUq5EmLQ4uTfoFnF3W,2017-07-16T02:07:33Z,0dpGnP2FznqTc0Ql0E8t2P,Darlyn Vlys,468211.0,False,67i9WUq5EmLQ4uTfoFnF3W,Colours feat. Forrest - Tim Engelhardt Remix,14.0,0.00627,0.806,468211.0,0.752,67i9WUq5EmLQ4uTfoFnF3W,0.897,11.0,0.046,-8.567,1.0,0.0555,123.02,4.0,0.6
6847tQTEzKDt6nClH72NyR,2017-07-06T19:20:48Z,1LXTXZjheh25pXMEUT9iC1,Einmusik,498242.0,False,6847tQTEzKDt6nClH72NyR,Night Train,0.0,0.000211,0.778,498242.0,0.681,6847tQTEzKDt6nClH72NyR,0.932,1.0,0.0704,-13.081,0.0,0.0447,123.503,4.0,0.0508
68S9Ubb7UTpWtnvIPIW0Yp,2019-01-06T04:27:16Z,2TcGJdSOiOvITBzhvfX8XB,Shouse,360803.0,False,68S9Ubb7UTpWtnvIPIW0Yp,Love Tonight - Mike Simonetti Remix,19.0,0.0357,0.652,360803.0,0.444,68S9Ubb7UTpWtnvIPIW0Yp,0.745,1.0,0.0804,-13.63,1.0,0.0347,124.019,4.0,0.049
68hXBPWwsGKYwrCUJaApjr,2017-07-06T00:19:39Z,2dh4y2ynmgpHCShQGLZgcM,Christian Fischer,258079.0,False,68hXBPWwsGKYwrCUJaApjr,Payload (Andre Dazzo Remix),0.0,0.00183,0.691,258080.0,0.88,68hXBPWwsGKYwrCUJaApjr,0.829,1.0,0.0863,-8.885,1.0,0.0463,126.988,4.0,0.7
68kfZVu80OztFIEM0haqca,2018-09-04T13:07:23Z,0CIwCGmQMqHqiblnZlFia1,Stephen Marley,289760.0,False,68kfZVu80OztFIEM0haqca,Father Of The Man,45.0,0.0805,0.667,289760.0,0.709,68kfZVu80OztFIEM0haqca,9.97e-05,11.0,0.111,-4.941,0.0,0.288,171.925,4.0,0.526
69HVhc2fBqyehOSrRBHVpM,2018-03-24T13:27:13Z,48C2RLG6w7o4jAJjCJKZM8,Shigeto,261011.0,False,69HVhc2fBqyehOSrRBHVpM,A2D (ft. ZelooperZ & Silas Green) [AAPV],35.0,0.0252,0.922,261011.0,0.571,69HVhc2fBqyehOSrRBHVpM,1.94e-05,7.0,0.219,-10.172,1.0,0.217,109.044,4.0,0.667
69IShTe5Fe1MVyXbvIhBG1,2017-07-17T11:12:22Z,50b6p8UF5dHfvjaN3GduG3,Marc Houle,442162.0,False,69IShTe5Fe1MVyXbvIhBG1,I Don't Want To Watch You Read - The Golden Filter Remix,8.0,7.62e-05,0.757,442163.0,0.779,69IShTe5Fe1MVyXbvIhBG1,0.879,7.0,0.123,-8.819,1.0,0.058,124.989,4.0,0.236
69bfz9Y6F7hVed3rpAAYeR,2018-07-20T22:17:54Z,2CKaDZ1Yo8YnWega9IeUzB,Booka Shade,197336.0,False,69bfz9Y6F7hVed3rpAAYeR,Papua Beach,6.0,3.48e-05,0.646,197337.0,0.889,69bfz9Y6F7hVed3rpAAYeR,0.89,2.0,0.169,-8.729,1.0,0.0397,122.993,4.0,0.0405
69fws65hrO3C30Bjz4Dysk,2018-05-21T12:42:16Z,1w7cucUEPR1Yq9g03g6T8m,Xinobi,371560.0,False,69fws65hrO3C30Bjz4Dysk,Searching For,0.0,0.149,0.889,371560.0,0.429,69fws65hrO3C30Bjz4Dysk,0.0113,9.0,0.281,-14.109,0.0,0.185,120.99,4.0,0.287
6A7EWnXT6PSEWEyBKMQrXb,2017-06-15T00:26:53Z,2YONdQ9NPqpvozhu9q9ZAj,DKA,597948.0,False,6A7EWnXT6PSEWEyBKMQrXb,Anneessens,18.0,0.00149,0.805,597948.0,0.727,6A7EWnXT6PSEWEyBKMQrXb,0.888,2.0,0.11,-10.349,1.0,0.0478,120.005,4.0,0.0892
6AAiuY86o3RdrTNMHb3cFI,2017-07-13T23:43:19Z,3TXQ1ddouwQAI78hV4hXDj,Maceo Plex,382055.0,False,6AAiuY86o3RdrTNMHb3cFI,The Replicant V2,16.0,0.00938,0.69,382056.0,0.753,6AAiuY86o3RdrTNMHb3cFI,0.931,1.0,0.102,-10.819,1.0,0.0445,121.996,4.0,0.587
6AEQCH5Xht5d6YvFcZ69WZ,2017-06-22T01:51:04Z,4iHnLagnnmgiIwMSm1wuTq,Giorgia Angiuli,300009.0,False,6AEQCH5Xht5d6YvFcZ69WZ,Quintessenza,0.0,0.000901,0.735,300009.0,0.759,6AEQCH5Xht5d6YvFcZ69WZ,0.826,7.0,0.0596,-9.388,1.0,0.0417,125.013,4.0,0.242
6AOHT4I3r4WNbWCsYfxuJ4,2018-04-09T14:00:11Z,5NvCz2qTmLDV9I5J8szc6r,Levon Vincent,351357.0,False,6AOHT4I3r4WNbWCsYfxuJ4,UK Spring Vibes,28.0,0.00765,0.818,351358.0,0.519,6AOHT4I3r4WNbWCsYfxuJ4,0.764,11.0,0.111,-9.532,0.0,0.0675,123.006,4.0,0.668
6Avsk1hP8dRX68UFPcg2Bm,2017-07-06T18:43:23Z,6Th7POyVfZgiHJQ64ddV5Y,Rodriguez Jr.,496754.0,False,6Avsk1hP8dRX68UFPcg2Bm,Petropolis,21.0,0.00163,0.72,496754.0,0.681,6Avsk1hP8dRX68UFPcg2Bm,0.877,8.0,0.11,-12.062,1.0,0.0385,124.997,4.0,0.0431
6Axbc43A8OGOfHRICmAmiK,2017-06-22T15:00:06Z,4O6AfaKMmSDfqMN9yNBzmN,Under Black Helmet,406097.0,False,6Axbc43A8OGOfHRICmAmiK,Lost Signal,16.0,0.745,0.687,406098.0,0.57,6Axbc43A8OGOfHRICmAmiK,0.904,7.0,0.0957,-11.031,1.0,0.0608,122.998,4.0,0.43
6CIMbI7TXduyOMPz9amDHy,2016-09-26T17:25:56Z,1doQgXssRfKnLx70adszbK,Recondite,375044.0,False,6CIMbI7TXduyOMPz9amDHy,Murphy's Law,26.0,0.0715,0.803,375044.0,0.398,6CIMbI7TXduyOMPz9amDHy,0.916,10.0,0.1,-12.636,0.0,0.0464,124.007,4.0,0.111
6DsGAcroPE4KOYFplITWgc,2018-12-05T21:37:09Z,19F8sVMnf7QTOq8j52wWJY,Sabb,537283.0,False,6DsGAcroPE4KOYFplITWgc,Jeopardized - Super Flu Almost Instrumental Mix,18.0,0.00898,0.753,537284.0,0.748,6DsGAcroPE4KOYFplITWgc,0.857,10.0,0.101,-12.528,0.0,0.044,121.488,3.0,0.354
6EiOaXSkNJGmEDwDilslHH,2018-09-01T21:20:11Z,6d1HqiWNEKV9zFqQM9WeYo,Romare,146842.0,False,6EiOaXSkNJGmEDwDilslHH,Hey Now (When I Give You All My Lovin'),52.0,0.786,0.866,146842.0,0.342,6EiOaXSkNJGmEDwDilslHH,0.231,7.0,0.178,-8.42,1.0,0.0527,125.426,4.0,0.115
6GG0s3x9RtCpwf8KAe6wGQ,2017-09-11T20:26:15Z,5mIowAJMp7RKNheelruV5z,&ME,512051.0,False,6GG0s3x9RtCpwf8KAe6wGQ,Locust,18.0,2.57e-05,0.724,512051.0,0.912,6GG0s3x9RtCpwf8KAe6wGQ,0.914,4.0,0.129,-9.19,1.0,0.047,120.006,4.0,0.14
6GrkYd2drbsgP0C0fLwRWg,2017-07-27T23:10:22Z,7ixDtqtITfqx5lZQGh5gKe,Nicole Moudaber,484245.0,False,6GrkYd2drbsgP0C0fLwRWg,Nicole Moudaber & Skin - Don't Talk to Me I'm Dancin' Feat. Zebra Katz (Jamie Jones Remix),10.0,0.000223,0.807,484245.0,0.647,6GrkYd2drbsgP0C0fLwRWg,0.927,1.0,0.135,-10.933,1.0,0.0528,127.007,4.0,0.247
6HLDWjJpJTwD7WlQ8bkHZC,2016-11-02T02:39:43Z,1UcYY5JDPe05nqjODiVkx1,Matador,450000.0,False,6HLDWjJpJTwD7WlQ8bkHZC,Song 2 - Original Mix,5.0,0.000807,0.648,450000.0,0.815,6HLDWjJpJTwD7WlQ8bkHZC,0.904,2.0,0.112,-7.499,1.0,0.0376,123.024,4.0,0.0695
6I3DVfGuV5NiXQeq1alSvz,2017-06-22T15:00:19Z,2ZK6csW8YIGpGGUiQO6wfW,Thyladomid,452417.0,False,6I3DVfGuV5NiXQeq1alSvz,The Real Thing - Adriatique Remix,8.0,0.000505,0.756,452418.0,0.515,6I3DVfGuV5NiXQeq1alSvz,0.544,1.0,0.109,-13.234,1.0,0.0528,119.987,4.0,0.3
6IP9s1XqqOtcn0U2DYwEfp,2018-09-10T13:06:13Z,3xqrRhBSgCer7lokC0Lhk4,CoryaYo,159056.0,True,6IP9s1XqqOtcn0U2DYwEfp,1995,31.0,0.101,0.798,159057.0,0.481,6IP9s1XqqOtcn0U2DYwEfp,7.03e-06,6.0,0.196,-8.435,1.0,0.17,90.188,4.0,0.579
6IUwqxuZSJsS7rJl41O7Ev,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,407402.0,False,6IUwqxuZSJsS7rJl41O7Ev,Some Kind of Game,47.0,0.153,0.812,407402.0,0.659,6IUwqxuZSJsS7rJl41O7Ev,0.764,8.0,0.111,-5.145,0.0,0.0559,127.004,4.0,0.279
6Ius4TC0L3cN74HT7ENE6e,2018-08-19T16:10:36Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,239320.0,True,6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,78.0,0.0752,0.504,239320.0,0.705,6Ius4TC0L3cN74HT7ENE6e,0.0,6.0,0.128,-8.205,0.0,0.364,175.483,4.0,0.584
6IxIAdXvjFAiVaDuxaShjZ,2016-11-02T02:39:43Z,1UcYY5JDPe05nqjODiVkx1,Matador,434313.0,False,6IxIAdXvjFAiVaDuxaShjZ,DaHustle - Original Mix,28.0,1.07e-05,0.678,434314.0,0.855,6IxIAdXvjFAiVaDuxaShjZ,0.875,2.0,0.13,-8.04,1.0,0.03,123.995,4.0,0.124
6IzNz7zH9eDe3nDg4WQAO2,2017-07-27T02:54:13Z,3clivH1RzWPKKSPhG93ktR,Alex Niggemann,467905.0,False,6IzNz7zH9eDe3nDg4WQAO2,Hurricane (feat. The Shadow Self) - Deetron Vocal Remix,30.0,0.0168,0.617,467905.0,0.761,6IzNz7zH9eDe3nDg4WQAO2,0.011,2.0,0.257,-9.288,1.0,0.038,120.989,4.0,0.293
6JOVZkuvDfxTNPgnBuCaUT,2018-09-18T19:26:49Z,4DiEZHrSoLA9idrO3Z5Wuy,Tony Foster,358064.0,False,6JOVZkuvDfxTNPgnBuCaUT,It Is All Around Us,6.0,0.124,0.806,358065.0,0.692,6JOVZkuvDfxTNPgnBuCaUT,0.784,10.0,0.0897,-17.128,1.0,0.0566,124.035,4.0,0.803
6JuCp2v9s7EKrR2UMOJJWh,2017-09-14T00:54:13Z,5mIowAJMp7RKNheelruV5z,&ME,489397.0,False,6JuCp2v9s7EKrR2UMOJJWh,Cape Coast,20.0,0.000677,0.817,489398.0,0.975,6JuCp2v9s7EKrR2UMOJJWh,0.806,4.0,0.0904,-6.946,0.0,0.0681,120.013,4.0,0.125
6Ki6vLIHmzlxkuwWxrMjI5,2018-12-26T19:12:10Z,4NcMrSi3B8eUVy6e1Ni3wu,Ivy Sole,183831.0,False,6Ki6vLIHmzlxkuwWxrMjI5,Cloud Kickin',35.0,0.698,0.736,183831.0,0.759,6Ki6vLIHmzlxkuwWxrMjI5,0.00481,3.0,0.116,-6.07,0.0,0.156,93.983,4.0,0.665
6LAr04Vi6QGq78zCAQW24c,2018-09-27T19:22:51Z,70PpOSePHXISY6UFBJt3K0,Daso,499406.0,False,6LAr04Vi6QGq78zCAQW24c,James Fake,22.0,0.123,0.804,499406.0,0.449,6LAr04Vi6QGq78zCAQW24c,0.457,4.0,0.0977,-11.918,0.0,0.0583,120.012,4.0,0.322
6LNiVgyGrKm0OWd7yYWWut,2016-03-07T20:04:28Z,1m00QT2CkW6rHi4dly8rVN,Mallu Magalhães,238693.0,False,6LNiVgyGrKm0OWd7yYWWut,Shine Yellow,32.0,0.419,0.817,238693.0,0.437,6LNiVgyGrKm0OWd7yYWWut,0.0,9.0,0.143,-7.732,1.0,0.0379,122.047,4.0,0.909
6MFz9erkSTxYqM3PlLWXBU,2018-07-20T22:17:54Z,5muFO8VqYRCRW13EkvX564,Âme,206279.0,False,6MFz9erkSTxYqM3PlLWXBU,Queen Of Toys,11.0,0.183,0.8,206279.0,0.359,6MFz9erkSTxYqM3PlLWXBU,0.912,9.0,0.106,-12.458,1.0,0.0584,121.003,4.0,0.212
