C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0004458271,0003110984                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0004458287,0003110997                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0004458309,0003111022                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0004458401,0003111182                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0004458621,0003111457                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0004458821,0003111579                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,01:00:00,REGULAR,0004458884,0003111604                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,05:00:00,REGULAR,0004458890,0003111605                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,09:00:00,REGULAR,0004458977,0003111765                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,13:00:00,REGULAR,0004459218,0003112058                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,17:00:00,REGULAR,0004459572,0003112327                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/05/2017,21:00:00,REGULAR,0004460039,0003112477                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,01:00:00,REGULAR,0004460129,0003112504                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,05:00:00,REGULAR,0004460138,0003112511                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,09:00:00,REGULAR,0004460230,0003112638                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,13:00:00,REGULAR,0004460461,0003112924                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,17:00:00,REGULAR,0004460841,0003113145                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/06/2017,21:00:00,REGULAR,0004461425,0003113325                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,01:00:00,REGULAR,0004461517,0003113352                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,05:00:00,REGULAR,0004461522,0003113358                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,09:00:00,REGULAR,0004461632,0003113501                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,13:00:00,REGULAR,0004461891,0003113768                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,17:00:00,REGULAR,0004462284,0003114029                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/07/2017,21:00:00,REGULAR,0004462833,0003114231                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,01:00:00,REGULAR,0004462951,0003114265                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,05:00:00,REGULAR,0004462958,0003114272                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,09:00:00,REGULAR,0004463067,0003114389                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,13:00:00,REGULAR,0004463300,0003114655                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,17:00:00,REGULAR,0004463765,0003114969                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/08/2017,21:00:00,REGULAR,0004464278,0003115207                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,01:00:00,REGULAR,0004464406,0003115238                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,05:00:00,REGULAR,0004464413,0003115241                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,09:00:00,REGULAR,0004464501,0003115386                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,13:00:00,REGULAR,0004464747,0003115700                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,14:51:44,REGULAR,0004464922,0003115882                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,17:00:00,REGULAR,0004465222,0003116059                                         
A043,R462,00-03-00,CANAL ST,JNQRZ6W,BMT,06/09/2017,21:00:00,REGULAR,0004465710,0003116291                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,01:00:00,REGULAR,0004406517,0001465366                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,05:00:00,REGULAR,0004406524,0001465368                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,09:00:00,REGULAR,0004406534,0001465380                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,13:00:00,REGULAR,0004406646,0001465431                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,17:00:00,REGULAR,0004406910,0001465552                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/03/2017,21:00:00,REGULAR,0004407190,0001465665                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0004407290,0001465677                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0004407298,0001465677                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0004407312,0001465679                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0004407401,0001465743                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0004407596,0001465879                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0004407772,0001465928                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/05/2017,01:00:00,REGULAR,0004407813,0001465935                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/05/2017,09:00:00,REGULAR,0004407869,0001465977                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/05/2017,13:00:00,REGULAR,0004408028,0001466083                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/05/2017,17:00:00,REGULAR,0004408315,0001466180                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/05/2017,21:00:00,REGULAR,0004408643,0001466259                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,01:00:00,REGULAR,0004408705,0001466266                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,05:00:00,REGULAR,0004408711,0001466266                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,09:00:00,REGULAR,0004408767,0001466296                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,13:00:00,REGULAR,0004408922,0001466373                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,17:00:00,REGULAR,0004409184,0001466482                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/06/2017,21:00:00,REGULAR,0004409541,0001466549                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,01:00:00,REGULAR,0004409599,0001466558                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,05:00:00,REGULAR,0004409605,0001466559                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,09:00:00,REGULAR,0004409652,0001466595                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,13:00:00,REGULAR,0004409818,0001466687                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,17:00:00,REGULAR,0004410119,0001466775                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/07/2017,21:00:00,REGULAR,0004410479,0001466859                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,01:00:00,REGULAR,0004410562,0001466867                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,05:00:00,REGULAR,0004410572,0001466869                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,09:00:00,REGULAR,0004410628,0001466908                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,13:00:00,REGULAR,0004410795,0001467018                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,17:00:00,REGULAR,0004411081,0001467180                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/08/2017,21:00:00,REGULAR,0004411506,0001467282                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,01:00:00,REGULAR,0004411588,0001467286                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,05:00:00,REGULAR,0004411595,0001467288                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,09:00:00,REGULAR,0004411643,0001467329                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,13:00:00,REGULAR,0004411808,0001467427                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,14:51:44,REGULAR,0004411961,0001467490                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,17:00:00,REGULAR,0004412153,0001467581                                         
A043,R462,00-03-01,CANAL ST,JNQRZ6W,BMT,06/09/2017,21:00:00,REGULAR,0004412568,0001467650                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,01:00:00,REGULAR,0003617206,0001512543                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,05:00:00,REGULAR,0003617209,0001512545                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,09:00:00,REGULAR,0003617221,0001512553                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,13:00:00,REGULAR,0003617304,0001512630                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,17:00:00,REGULAR,0003617520,0001512772                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/03/2017,21:00:00,REGULAR,0003617763,0001512851                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0003617826,0001512870                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0003617831,0001512871                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0003617835,0001512874                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0003617894,0001512955                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0003618051,0001513091                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0003618191,0001513145                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/05/2017,01:00:00,REGULAR,0003618223,0001513155                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/05/2017,09:00:00,REGULAR,0003618247,0001513195                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/05/2017,13:00:00,REGULAR,0003618362,0001513307                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/05/2017,17:00:00,REGULAR,0003618617,0001513409                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/05/2017,21:00:00,REGULAR,0003618908,0001513483                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,01:00:00,REGULAR,0003618950,0001513489                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,05:00:00,REGULAR,0003618953,0001513493                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,09:00:00,REGULAR,0003618993,0001513525                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,13:00:00,REGULAR,0003619103,0001513625                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,17:00:00,REGULAR,0003619311,0001513724                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/06/2017,21:00:00,REGULAR,0003619637,0001513811                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,01:00:00,REGULAR,0003619681,0001513817                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,05:00:00,REGULAR,0003619684,0001513818                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,09:00:00,REGULAR,0003619721,0001513853                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,13:00:00,REGULAR,0003619857,0001513980                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,17:00:00,REGULAR,0003620143,0001514105                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/07/2017,21:00:00,REGULAR,0003620498,0001514208                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,01:00:00,REGULAR,0003620572,0001514223                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,05:00:00,REGULAR,0003620575,0001514223                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,09:00:00,REGULAR,0003620597,0001514265                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,13:00:00,REGULAR,0003620710,0001514376                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,17:00:00,REGULAR,0003620999,0001514489                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/08/2017,21:00:00,REGULAR,0003621318,0001514611                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,01:00:00,REGULAR,0003621386,0001514619                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,05:00:00,REGULAR,0003621390,0001514619                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,09:00:00,REGULAR,0003621414,0001514658                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,13:00:00,REGULAR,0003621556,0001514775                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,14:51:44,REGULAR,0003621681,0001514827                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,17:00:00,REGULAR,0003621881,0001514897                                         
A043,R462,00-03-02,CANAL ST,JNQRZ6W,BMT,06/09/2017,21:00:00,REGULAR,0003622168,0001514984                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,01:00:00,REGULAR,0002967829,0001408656                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,05:00:00,REGULAR,0002967834,0001408660                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,09:00:00,REGULAR,0002967840,0001408672                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,13:00:00,REGULAR,0002967906,0001408806                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,17:00:00,REGULAR,0002968149,0001409019                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/03/2017,21:00:00,REGULAR,0002968404,0001409158                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0002968472,0001409192                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0002968480,0001409193                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0002968484,0001409200                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0002968552,0001409289                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0002968747,0001409430                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0002968907,0001409495                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/05/2017,01:00:00,REGULAR,0002968932,0001409501                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/05/2017,09:00:00,REGULAR,0002968971,0001409553                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/05/2017,13:00:00,REGULAR,0002969083,0001409702                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/05/2017,17:00:00,REGULAR,0002969331,0001409856                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/05/2017,21:00:00,REGULAR,0002969645,0001410026                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,01:00:00,REGULAR,0002969710,0001410032                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,05:00:00,REGULAR,0002969712,0001410032                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,09:00:00,REGULAR,0002969742,0001410072                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,13:00:00,REGULAR,0002969860,0001410192                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,17:00:00,REGULAR,0002970116,0001410357                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/06/2017,21:00:00,REGULAR,0002970452,0001410491                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,01:00:00,REGULAR,0002970496,0001410506                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,05:00:00,REGULAR,0002970498,0001410508                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,09:00:00,REGULAR,0002970526,0001410548                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,13:00:00,REGULAR,0002970669,0001410738                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,17:00:00,REGULAR,0002970954,0001410945                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/07/2017,21:00:00,REGULAR,0002971316,0001411087                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,01:00:00,REGULAR,0002971387,0001411107                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,05:00:00,REGULAR,0002971389,0001411109                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,09:00:00,REGULAR,0002971422,0001411139                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,13:00:00,REGULAR,0002971547,0001411275                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,17:00:00,REGULAR,0002971840,0001411449                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/08/2017,21:00:00,REGULAR,0002972183,0001411630                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,01:00:00,REGULAR,0002972265,0001411647                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,05:00:00,REGULAR,0002972271,0001411649                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,09:00:00,REGULAR,0002972300,0001411694                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,13:00:00,REGULAR,0002972429,0001411856                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,14:51:44,REGULAR,0002972572,0001411951                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,17:00:00,REGULAR,0002972767,0001412060                                         
A043,R462,00-03-03,CANAL ST,JNQRZ6W,BMT,06/09/2017,21:00:00,REGULAR,0002973092,0001412241                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,01:00:00,REGULAR,0007964810,0007474626                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,05:00:00,REGULAR,0007964819,0007474637                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,09:00:00,REGULAR,0007964827,0007474685                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,13:00:00,REGULAR,0007964897,0007474962                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,17:00:00,REGULAR,0007965117,0007475369                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/03/2017,21:00:00,REGULAR,0007965366,0007475646                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0007965438,0007475723                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0007965445,0007475729                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0007965453,0007475770                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0007965518,0007476018                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0007965711,0007476367                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0007965857,0007476562                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/05/2017,01:00:00,REGULAR,0007965898,0007476592                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/05/2017,09:00:00,REGULAR,0007965946,0007476764                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/05/2017,13:00:00,REGULAR,0007966067,0007477226                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/05/2017,17:00:00,REGULAR,0007966345,0007477604                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/05/2017,21:00:00,REGULAR,0007966689,0007477877                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,01:00:00,REGULAR,0007966767,0007477901                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,05:00:00,REGULAR,0007966773,0007477909                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,09:00:00,REGULAR,0007966819,0007478101                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,13:00:00,REGULAR,0007966967,0007478516                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,17:00:00,REGULAR,0007967255,0007478849                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/06/2017,21:00:00,REGULAR,0007967709,0007479160                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,01:00:00,REGULAR,0007967775,0007479204                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,05:00:00,REGULAR,0007967780,0007479206                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,09:00:00,REGULAR,0007967832,0007479407                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,13:00:00,REGULAR,0007967997,0007479840                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,17:00:00,REGULAR,0007968283,0007480241                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/07/2017,21:00:00,REGULAR,0007968758,0007480555                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,01:00:00,REGULAR,0007968833,0007480622                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,05:00:00,REGULAR,0007968834,0007480627                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,09:00:00,REGULAR,0007968871,0007480789                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,13:00:00,REGULAR,0007969022,0007481212                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,17:00:00,REGULAR,0007969386,0007481649                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/08/2017,21:00:00,REGULAR,0007969829,0007481958                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,01:00:00,REGULAR,0007969944,0007482003                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,05:00:00,REGULAR,0007969949,0007482012                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,09:00:00,REGULAR,0007969990,0007482177                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,13:00:00,REGULAR,0007970141,0007482618                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,14:51:44,REGULAR,0007970280,0007482815                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,17:00:00,REGULAR,0007970481,0007483078                                         
A043,R462,00-03-04,CANAL ST,JNQRZ6W,BMT,06/09/2017,21:00:00,REGULAR,0007970872,0007483504                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,01:00:00,REGULAR,0000062566,0000043156                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,05:00:00,REGULAR,0000062604,0000043167                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,09:00:00,REGULAR,0000062623,0000043233                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,13:00:00,REGULAR,0000062817,0000043592                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,17:00:00,REGULAR,0000063337,0000043949                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/03/2017,21:00:00,REGULAR,0000063861,0000044210                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,01:00:00,REGULAR,0000064058,0000044372                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,05:00:00,REGULAR,0000064093,0000044399                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,09:00:00,REGULAR,0000064108,0000044426                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,13:00:00,REGULAR,0000064255,0000044721                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,17:00:00,REGULAR,0000064671,0000044997                                         
A043,R462,00-06-00,CANAL ST,JNQRZ6W,BMT,06/04/2017,21:00:00,REGULAR,0000065078,0000045090                                         
