C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0008360351,0003715117                                          
A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0008360711,0003715143                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0002388049,0001262784                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0002388053,0001262787                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0002388081,0001262909                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0002388236,0001263066                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0002388680,0001263202                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0002389020,0001263269                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0002389091,0001263275                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0002389097,0001263275                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0002389120,0001263371                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,14:00:00,REGULAR,0002389329,0001263570                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,18:00:00,REGULAR,0002389708,0001263688                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/04/2017,22:00:00,REGULAR,0002389897,0001263721                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,02:00:00,REGULAR,0002389933,0001263726                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,06:00:00,REGULAR,0002389934,0001263744                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,10:00:00,REGULAR,0002390027,0001264287                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,14:00:00,REGULAR,0002390247,0001264474                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,18:00:00,REGULAR,0002391152,0001264622                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/05/2017,22:00:00,REGULAR,0002391856,0001264660                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,02:00:00,REGULAR,0002391942,0001264668                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,06:00:00,REGULAR,0002391943,0001264681                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,10:00:00,REGULAR,0002392050,0001265235                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,14:00:00,REGULAR,0002392352,0001265408                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,18:00:00,REGULAR,0002393267,0001265542                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/06/2017,22:00:00,REGULAR,0002393879,0001265596                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,02:00:00,REGULAR,0002393951,0001265599                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,06:00:00,REGULAR,0002393951,0001265607                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,10:00:00,REGULAR,0002394051,0001266203                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,14:00:00,REGULAR,0002394365,0001266434                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,18:00:00,REGULAR,0002395311,0001266621                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/07/2017,22:00:00,REGULAR,0002395917,0001266675                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,02:00:00,REGULAR,0002395985,0001266681                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,06:00:00,REGULAR,0002395990,0001266694                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,10:00:00,REGULAR,0002396096,0001267319                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,14:00:00,REGULAR,0002396372,0001267543                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,18:00:00,REGULAR,0002397272,0001267719                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/08/2017,22:00:00,REGULAR,0002397857,0001267770                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,02:00:00,REGULAR,0002397943,0001267778                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,06:00:00,REGULAR,0002397946,0001267798                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,10:00:00,REGULAR,0002398063,0001268320                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,14:00:00,REGULAR,0002398355,0001268534                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0002399264,0001268707                                          
A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0002399712,0001268750                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0014287266,0014764906                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0014287270,0014764918                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0014287329,0014765360                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0014287504,0014765746                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0014288075,0014765991                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0014288528,0014766114                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0014288650,0014766134                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0014288656,0014766146                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0014288710,0014766414                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,14:00:00,REGULAR,0014288991,0014766822                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,18:00:00,REGULAR,0014289441,0014767003                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/04/2017,22:00:00,REGULAR,0014289678,0014767072                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,02:00:00,REGULAR,0014289736,0014767083                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,06:00:00,REGULAR,0014289738,0014767113                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,10:00:00,REGULAR,0014289912,0014768345                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,14:00:00,REGULAR,0014290214,0014768784                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,18:00:00,REGULAR,0014291259,0014768945                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/05/2017,22:00:00,REGULAR,0014291788,0014769003                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,02:00:00,REGULAR,0014291860,0014769015                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,06:00:00,REGULAR,0014291862,0014769053                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,10:00:00,REGULAR,0014292000,0014770365                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,14:00:00,REGULAR,0014292381,0014770776                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,18:00:00,REGULAR,0014293578,0014770963                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/06/2017,22:00:00,REGULAR,0014294326,0014771020                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,02:00:00,REGULAR,0014294429,0014771044                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,06:00:00,REGULAR,0014294431,0014771081                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,10:00:00,REGULAR,0014294579,0014772384                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,14:00:00,REGULAR,0014294967,0014772851                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,18:00:00,REGULAR,0014296150,0014773053                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/07/2017,22:00:00,REGULAR,0014296962,0014773122                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,02:00:00,REGULAR,0014297088,0014773143                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,06:00:00,REGULAR,0014297089,0014773190                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,10:00:00,REGULAR,0014297239,0014774454                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,14:00:00,REGULAR,0014297613,0014774976                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,18:00:00,REGULAR,0014298726,0014775220                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/08/2017,22:00:00,REGULAR,0014299486,0014775290                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,02:00:00,REGULAR,0014299606,0014775317                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,06:00:00,REGULAR,0014299612,0014775366                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,10:00:00,REGULAR,0014299782,0014776556                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,14:00:00,REGULAR,0014300191,0014777016                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0014301332,0014777207                                          
A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0014301957,0014777272                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0000002923,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0000002923,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0000002923,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0000002923,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0000002923,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,14:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,18:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/04/2017,22:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,02:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,06:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,10:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,14:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,18:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/05/2017,22:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,02:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,06:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,10:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,14:00:00,REGULAR,0000002924,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,18:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/06/2017,22:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,02:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,06:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,10:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,14:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,18:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/07/2017,22:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,02:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,06:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,10:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,14:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,18:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/08/2017,22:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,02:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,06:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,10:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,14:00:00,REGULAR,0000002925,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0000002926,0000000000                                          
A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0000002927,0000000000                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,14:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,18:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/04/2017,22:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,02:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,06:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,10:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,14:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,18:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/05/2017,22:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,02:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,06:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,10:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,14:00:00,REGULAR,0000000001,0000001183                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,18:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/06/2017,22:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,02:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,06:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,10:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,14:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,18:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/07/2017,22:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,02:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,06:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,10:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,14:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,18:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/08/2017,22:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,02:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,06:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,10:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,14:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0000000001,0000001184                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0003140762,0006632726                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0003140769,0006632732                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0003140778,0006632839                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0003140894,0006633130                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0003141177,0006633408                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0003141503,0006633497                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0003141545,0006633529                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0003141546,0006633530                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0003141551,0006633648                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,14:00:00,REGULAR,0003141698,0006633943                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,18:00:00,REGULAR,0003141906,0006634117                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/04/2017,22:00:00,REGULAR,0003142028,0006634171                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,02:00:00,REGULAR,0003142039,0006634183                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,06:00:00,REGULAR,0003142039,0006634189                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,10:00:00,REGULAR,0003142059,0006634439                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,14:00:00,REGULAR,0003142143,0006634660                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,18:00:00,REGULAR,0003142357,0006634867                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/05/2017,22:00:00,REGULAR,0003142593,0006634959                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,02:00:00,REGULAR,0003142613,0006634968                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,06:00:00,REGULAR,0003142616,0006634973                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,10:00:00,REGULAR,0003142635,0006635224                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,14:00:00,REGULAR,0003142712,0006635475                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,18:00:00,REGULAR,0003142929,0006635638                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/06/2017,22:00:00,REGULAR,0003143149,0006635706                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,02:00:00,REGULAR,0003143171,0006635722                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,06:00:00,REGULAR,0003143173,0006635730                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,10:00:00,REGULAR,0003143205,0006635982                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,14:00:00,REGULAR,0003143324,0006636234                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,18:00:00,REGULAR,0003143590,0006636459                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/07/2017,22:00:00,REGULAR,0003143868,0006636559                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,02:00:00,REGULAR,0003143916,0006636575                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,06:00:00,REGULAR,0003143918,0006636582                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,10:00:00,REGULAR,0003143939,0006636843                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,14:00:00,REGULAR,0003144027,0006637250                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,18:00:00,REGULAR,0003144344,0006637478                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/08/2017,22:00:00,REGULAR,0003144621,0006637529                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,02:00:00,REGULAR,0003144646,0006637555                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,06:00:00,REGULAR,0003144648,0006637567                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,10:00:00,REGULAR,0003144679,0006637821                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,14:00:00,REGULAR,0003144714,0006638137                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,18:00:00,REGULAR,0003145100,0006638403                                          
A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,06/09/2017,22:00:00,REGULAR,0003145388,0006638474                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,02:00:00,REGULAR,0118411978,0001517411                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,06:00:00,REGULAR,0118411981,0001517415                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,10:00:00,REGULAR,0118412024,0001517677                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,14:00:00,REGULAR,0118412118,0001518265                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,18:00:00,REGULAR,0118412491,0001518872                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/03/2017,22:00:00,REGULAR,0118412900,0001519065                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/04/2017,02:00:00,REGULAR,0118413033,0001519134                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/04/2017,06:00:00,REGULAR,0118413044,0001519143                                          
A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,06/04/2017,10:00:00,REGULAR,0118413096,0001519299                                          
